,Date,Symbol,Adj Close,Target_Close,Target,Predictions
176,2024-11-19,HINDUNILVR,2410.35009765625,2496.14990234375,0,0
177,2024-11-21,HINDUNILVR,2382.800048828125,2479.14990234375,0,0
178,2024-11-22,HINDUNILVR,2445.25,2482.85009765625,0,0
179,2024-11-25,HINDUNILVR,2471.449951171875,2464.5,0,0
180,2024-11-26,HINDUNILVR,2479.199951171875,2494.60009765625,0,0
181,2024-11-27,HINDUNILVR,2486.89990234375,2483.800048828125,0,0
182,2024-11-28,HINDUNILVR,2462.199951171875,,0,0
183,2024-11-29,HINDUNILVR,2496.14990234375,,0,0
184,2024-12-02,HINDUNILVR,2479.14990234375,,0,0
185,2024-12-03,HINDUNILVR,2482.85009765625,,0,0
186,2024-12-04,HINDUNILVR,2464.5,,0,0
187,2024-12-05,HINDUNILVR,2494.60009765625,,0,0
188,2024-12-06,HINDUNILVR,2483.800048828125,,0,0
189,2024-11-06,ITC,481.1000061035156,466.54998779296875,0,0
190,2024-11-07,ITC,477.8999938964844,467.3500061035156,0,0
191,2024-11-08,ITC,478.04998779296875,457.1499938964844,0,0
192,2024-11-11,ITC,476.95001220703125,474.6499938964844,0,0
193,2024-11-12,ITC,472.8500061035156,476.79998779296875,0,0
194,2024-11-13,ITC,472.20001220703125,477.0,0,0
195,2024-11-14,ITC,465.95001220703125,476.95001220703125,0,0
196,2024-11-18,ITC,466.54998779296875,474.8999938964844,0,0
197,2024-11-19,ITC,467.3500061035156,476.75,0,0
198,2024-11-21,ITC,457.1499938964844,477.20001220703125,0,0
199,2024-11-22,ITC,474.6499938964844,472.54998779296875,0,0
200,2024-11-25,ITC,476.79998779296875,467.1000061035156,0,0
201,2024-11-26,ITC,477.0,467.5,0,0
202,2024-11-27,ITC,476.95001220703125,471.1499938964844,0,0
203,2024-11-28,ITC,474.8999938964844,,0,0
204,2024-11-29,ITC,476.75,,0,0
205,2024-12-02,ITC,477.20001220703125,,0,0
206,2024-12-03,ITC,472.54998779296875,,0,0
207,2024-12-04,ITC,467.1000061035156,,0,0
208,2024-12-05,ITC,467.5,,0,0
209,2024-12-06,ITC,471.1499938964844,,0,0
210,2024-11-06,LT,3645.449951171875,3542.14990234375,0,0
211,2024-11-07,LT,3646.550048828125,3505.89990234375,0,0
212,2024-11-08,LT,3660.300048828125,3483.5,0,0
213,2024-11-11,LT,3628.85009765625,3603.5,0,0
214,2024-11-12,LT,3591.35009765625,3753.0,0,0
215,2024-11-13,LT,3547.949951171875,3702.60009765625,0,0
216,2024-11-14,LT,3526.25,3698.699951171875,0,0
217,2024-11-18,LT,3542.14990234375,3666.050048828125,0,0
218,2024-11-19,LT,3505.89990234375,3724.800048828125,1,0
219,2024-11-21,LT,3483.5,3704.050048828125,1,0
220,2024-11-22,LT,3603.5,3787.050048828125,1,0
221,2024-11-25,LT,3753.0,3789.89990234375,0,0
222,2024-11-26,LT,3702.60009765625,3831.550048828125,0,0
223,2024-11-27,LT,3698.699951171875,3866.699951171875,0,0
224,2024-11-28,LT,3666.050048828125,,0,1
225,2024-11-29,LT,3724.800048828125,,0,1
226,2024-12-02,LT,3704.050048828125,,0,1
227,2024-12-03,LT,3787.050048828125,,0,1
228,2024-12-04,LT,3789.89990234375,,0,0
229,2024-12-05,LT,3831.550048828125,,0,0
230,2024-12-06,LT,3866.699951171875,,0,0
231,2024-11-06,HCLTECH,1838.4000244140625,1835.0,0,1
232,2024-11-07,HCLTECH,1831.949951171875,1820.550048828125,0,0
233,2024-11-08,HCLTECH,1837.5,1836.3499755859375,0,0
234,2024-11-11,HCLTECH,1867.300048828125,1898.4000244140625,0,0
235,2024-11-12,HCLTECH,1872.8499755859375,1891.699951171875,0,0
236,2024-11-13,HCLTECH,1864.75,1899.550048828125,0,0
237,2024-11-14,HCLTECH,1858.949951171875,1891.050048828125,0,0
238,2024-11-18,HCLTECH,1835.0,1840.9000244140625,0,0
239,2024-11-19,HCLTECH,1820.550048828125,1848.050048828125,0,0
240,2024-11-21,HCLTECH,1836.3499755859375,1871.5,0,0
241,2024-11-22,HCLTECH,1898.4000244140625,1890.75,0,0
242,2024-11-25,HCLTECH,1891.699951171875,1897.6500244140625,0,0
243,2024-11-26,HCLTECH,1899.550048828125,1924.0,0,0
244,2024-11-27,HCLTECH,1891.050048828125,1922.699951171875,0,0
245,2024-11-28,HCLTECH,1840.9000244140625,,0,0
246,2024-11-29,HCLTECH,1848.050048828125,,0,0
247,2024-12-02,HCLTECH,1871.5,,0,0
248,2024-12-03,HCLTECH,1890.75,,0,0
249,2024-12-04,HCLTECH,1897.6500244140625,,0,1
250,2024-12-05,HCLTECH,1924.0,,0,1
251,2024-12-06,HCLTECH,1922.699951171875,,0,1
252,2024-11-06,BAJFINANCE,7006.2001953125,6567.9501953125,0,0
253,2024-11-07,BAJFINANCE,6904.5,6595.2998046875,0,0
254,2024-11-08,BAJFINANCE,6895.9501953125,6465.64990234375,0,0
255,2024-11-11,BAJFINANCE,6778.7998046875,6683.9501953125,0,0
256,2024-11-12,BAJFINANCE,6638.2001953125,6685.39990234375,0,0
257,2024-11-13,BAJFINANCE,6566.0,6617.9501953125,0,0
258,2024-11-14,BAJFINANCE,6549.14990234375,6705.2001953125,0,0
259,2024-11-18,BAJFINANCE,6567.9501953125,6509.39990234375,0,0
260,2024-11-19,BAJFINANCE,6595.2998046875,6575.89990234375,0,0
261,2024-11-21,BAJFINANCE,6465.64990234375,6650.64990234375,0,0
262,2024-11-22,BAJFINANCE,6683.9501953125,6675.4501953125,0,0
263,2024-11-25,BAJFINANCE,6685.39990234375,6740.0,0,0
264,2024-11-26,BAJFINANCE,6617.9501953125,6850.39990234375,0,0
265,2024-11-27,BAJFINANCE,6705.2001953125,6850.2998046875,0,0
266,2024-11-28,BAJFINANCE,6509.39990234375,,0,0
267,2024-11-29,BAJFINANCE,6575.89990234375,,0,0
268,2024-12-02,BAJFINANCE,6650.64990234375,,0,0
269,2024-12-03,BAJFINANCE,6675.4501953125,,0,0
270,2024-12-04,BAJFINANCE,6740.0,,0,0
271,2024-12-05,BAJFINANCE,6850.39990234375,,0,0
272,2024-12-06,BAJFINANCE,6850.2998046875,,0,0
273,2024-11-06,ADANIENT,3046.25,2818.699951171875,0,0
274,2024-11-07,ADANIENT,2970.10009765625,2821.5,0,0
275,2024-11-08,ADANIENT,2929.10009765625,2183.64990234375,0,0
276,2024-11-11,ADANIENT,2903.64990234375,2228.0,0,0
277,2024-11-12,ADANIENT,2870.0,2257.5,0,0
278,2024-11-13,ADANIENT,2816.699951171875,2150.5,0,0
279,2024-11-14,ADANIENT,2826.800048828125,2397.800048828125,0,0
280,2024-11-18,ADANIENT,2818.699951171875,2437.10009765625,0,0
281,2024-11-19,ADANIENT,2821.5,2463.14990234375,0,0
282,2024-11-21,ADANIENT,2183.64990234375,2457.050048828125,1,0
283,2024-11-22,ADANIENT,2228.0,2514.199951171875,1,0
284,2024-11-25,ADANIENT,2257.5,2494.75,1,0
285,2024-11-26,ADANIENT,2150.5,2522.550048828125,1,0
286,2024-11-27,ADANIENT,2397.800048828125,2506.39990234375,0,0
287,2024-11-28,ADANIENT,2437.10009765625,,0,1
288,2024-11-29,ADANIENT,2463.14990234375,,0,1
289,2024-12-02,ADANIENT,2457.050048828125,,0,1
290,2024-12-03,ADANIENT,2514.199951171875,,0,0
291,2024-12-04,ADANIENT,2494.75,,0,0
292,2024-12-05,ADANIENT,2522.550048828125,,0,0
293,2024-12-06,ADANIENT,2506.39990234375,,0,0
294,2024-11-06,SUNPHARMA,1827.449951171875,1747.75,0,0
295,2024-11-07,SUNPHARMA,1790.949951171875,1777.25,0,0
296,2024-11-08,SUNPHARMA,1809.5999755859375,1780.0,0,0
297,2024-11-11,SUNPHARMA,1794.5999755859375,1795.300048828125,0,0
298,2024-11-12,SUNPHARMA,1800.8499755859375,1798.9000244140625,0,0
299,2024-11-13,SUNPHARMA,1779.0,1761.5999755859375,0,0
300,2024-11-14,SUNPHARMA,1768.199951171875,1749.449951171875,0,0
301,2024-11-18,SUNPHARMA,1747.75,1734.25,0,0
302,2024-11-19,SUNPHARMA,1777.25,1780.9000244140625,0,0
303,2024-11-21,SUNPHARMA,1780.0,1808.550048828125,0,0
304,2024-11-22,SUNPHARMA,1795.300048828125,1800.050048828125,0,0
305,2024-11-25,SUNPHARMA,1798.9000244140625,1800.199951171875,0,0
306,2024-11-26,SUNPHARMA,1761.5999755859375,1813.449951171875,0,0
307,2024-11-27,SUNPHARMA,1749.449951171875,1804.8499755859375,0,0
308,2024-11-28,SUNPHARMA,1734.25,,0,0
309,2024-11-29,SUNPHARMA,1780.9000244140625,,0,0
310,2024-12-02,SUNPHARMA,1808.550048828125,,0,0
311,2024-12-03,SUNPHARMA,1800.050048828125,,0,0
312,2024-12-04,SUNPHARMA,1800.199951171875,,0,0
313,2024-12-05,SUNPHARMA,1813.449951171875,,0,0
314,2024-12-06,SUNPHARMA,1804.8499755859375,,0,0
315,2024-11-06,ONGC,262.6095275878906,244.64999389648438,0,0
316,2024-11-07,ONGC,258.8517150878906,248.0,0,0
317,2024-11-08,ONGC,256.26513671875,242.14999389648438,0,0
318,2024-11-11,ONGC,250.75038146972656,245.60000610351562,0,0
319,2024-11-12,ONGC,250.01834106445312,257.8999938964844,0,0
320,2024-11-13,ONGC,246.5045166015625,254.25,0,0
321,2024-11-14,ONGC,244.79641723632812,254.3000030517578,0,0
322,2024-11-18,ONGC,244.64999389648438,252.1999969482422,0,0
323,2024-11-19,ONGC,248.0,256.70001220703125,0,0
324,2024-11-21,ONGC,242.14999389648438,257.54998779296875,1,0
325,2024-11-22,ONGC,245.60000610351562,262.3500061035156,1,0
326,2024-11-25,ONGC,257.8999938964844,260.70001220703125,0,0
327,2024-11-26,ONGC,254.25,261.29998779296875,0,0
328,2024-11-27,ONGC,254.3000030517578,260.04998779296875,0,0
329,2024-11-28,ONGC,252.1999969482422,,0,0
330,2024-11-29,ONGC,256.70001220703125,,0,0
331,2024-12-02,ONGC,257.54998779296875,,0,0
332,2024-12-03,ONGC,262.3500061035156,,0,0
333,2024-12-04,ONGC,260.70001220703125,,0,0
334,2024-12-05,ONGC,261.29998779296875,,0,0
335,2024-12-06,ONGC,260.04998779296875,,0,0
336,2024-11-06,MARUTI,11354.25,11093.9501953125,0,0
337,2024-11-07,MARUTI,11300.150390625,10959.2998046875,0,0
338,2024-11-08,MARUTI,11303.0,10861.4501953125,0,0
339,2024-11-11,MARUTI,11399.7001953125,11063.599609375,0,0
340,2024-11-12,MARUTI,11143.099609375,11025.150390625,0,0
341,2024-11-13,MARUTI,11049.599609375,10943.9501953125,0,0
342,2024-11-14,MARUTI,11006.0498046875,11058.349609375,0,0
343,2024-11-18,MARUTI,11093.9501953125,10949.849609375,0,0
344,2024-11-19,MARUTI,10959.2998046875,11074.2001953125,0,0
345,2024-11-21,MARUTI,10861.4501953125,11239.2998046875,0,0
346,2024-11-22,MARUTI,11063.599609375,11279.25,0,0
347,2024-11-25,MARUTI,11025.150390625,11129.849609375,0,0
348,2024-11-26,MARUTI,10943.9501953125,11182.25,0,0
349,2024-11-27,MARUTI,11058.349609375,11317.9501953125,0,0
350,2024-11-28,MARUTI,10949.849609375,,0,0
351,2024-11-29,MARUTI,11074.2001953125,,0,0
352,2024-12-02,MARUTI,11239.2998046875,,0,0
353,2024-12-03,MARUTI,11279.25,,0,0
354,2024-12-04,MARUTI,11129.849609375,,0,0
355,2024-12-05,MARUTI,11182.25,,0,0
356,2024-12-06,MARUTI,11317.9501953125,,0,0
357,2024-11-06,KOTAKBANK,1762.5999755859375,1722.75,0,0
358,2024-11-07,KOTAKBANK,1746.9000244140625,1727.75,0,0
359,2024-11-08,KOTAKBANK,1745.800048828125,1737.0999755859375,0,0
360,2024-11-11,KOTAKBANK,1744.0,1761.449951171875,0,0
361,2024-11-12,KOTAKBANK,1721.4000244140625,1790.75,0,0
362,2024-11-13,KOTAKBANK,1687.8499755859375,1783.5999755859375,1,0
363,2024-11-14,KOTAKBANK,1707.9000244140625,1783.199951171875,0,0
364,2024-11-18,KOTAKBANK,1722.75,1759.199951171875,0,0
365,2024-11-19,KOTAKBANK,1727.75,1765.25,0,0
366,2024-11-21,KOTAKBANK,1737.0999755859375,1753.949951171875,0,0
367,2024-11-22,KOTAKBANK,1761.449951171875,1749.9000244140625,0,0
368,2024-11-25,KOTAKBANK,1790.75,1757.5,0,0
369,2024-11-26,KOTAKBANK,1783.5999755859375,1775.1500244140625,0,0
370,2024-11-27,KOTAKBANK,1783.199951171875,1776.949951171875,0,0
371,2024-11-28,KOTAKBANK,1759.199951171875,,0,0
372,2024-11-29,KOTAKBANK,1765.25,,0,0
373,2024-12-02,KOTAKBANK,1753.949951171875,,0,0
374,2024-12-03,KOTAKBANK,1749.9000244140625,,0,0
375,2024-12-04,KOTAKBANK,1757.5,,0,0
376,2024-12-05,KOTAKBANK,1775.1500244140625,,0,0
377,2024-12-06,KOTAKBANK,1776.949951171875,,0,0
378,2024-11-06,AXISBANK,1166.5,1126.199951171875,0,0
379,2024-11-07,AXISBANK,1159.9000244140625,1133.949951171875,0,0
380,2024-11-08,AXISBANK,1160.949951171875,1139.1500244140625,0,0
381,2024-11-11,AXISBANK,1171.0,1142.4000244140625,0,0
382,2024-11-12,AXISBANK,1158.1500244140625,1155.9000244140625,0,0
383,2024-11-13,AXISBANK,1139.1500244140625,1144.800048828125,0,0
384,2024-11-14,AXISBANK,1140.699951171875,1149.6500244140625,0,0
385,2024-11-18,AXISBANK,1126.199951171875,1132.5,0,0
386,2024-11-19,AXISBANK,1133.949951171875,1136.300048828125,0,0
387,2024-11-21,AXISBANK,1139.1500244140625,1137.0999755859375,0,0
388,2024-11-22,AXISBANK,1142.4000244140625,1160.5,0,0
389,2024-11-25,AXISBANK,1155.9000244140625,1159.449951171875,0,0
390,2024-11-26,AXISBANK,1144.800048828125,1166.4000244140625,0,0
391,2024-11-27,AXISBANK,1149.6500244140625,1184.550048828125,0,0
392,2024-11-28,AXISBANK,1132.5,,0,0
393,2024-11-29,AXISBANK,1136.300048828125,,0,0
394,2024-12-02,AXISBANK,1137.0999755859375,,0,0
395,2024-12-03,AXISBANK,1160.5,,0,0
396,2024-12-04,AXISBANK,1159.449951171875,,0,0
397,2024-12-05,AXISBANK,1166.4000244140625,,0,0
398,2024-12-06,AXISBANK,1184.550048828125,,0,0
399,2024-11-06,NTPC,408.8999938964844,366.70001220703125,0,0
400,2024-11-07,NTPC,403.79998779296875,366.70001220703125,0,0
401,2024-11-08,NTPC,397.6499938964844,356.1499938964844,0,0
402,2024-11-11,NTPC,392.54998779296875,365.45001220703125,0,0
403,2024-11-12,NTPC,380.29998779296875,368.3999938964844,0,0
404,2024-11-13,NTPC,381.3500061035156,361.6499938964844,0,0
405,2024-11-14,NTPC,372.5,369.29998779296875,0,0
406,2024-11-18,NTPC,366.70001220703125,362.04998779296875,0,0
407,2024-11-19,NTPC,366.70001220703125,363.6499938964844,0,0
408,2024-11-21,NTPC,356.1499938964844,358.20001220703125,0,0
409,2024-11-22,NTPC,365.45001220703125,367.45001220703125,0,0
410,2024-11-25,NTPC,368.3999938964844,372.75,0,0
411,2024-11-26,NTPC,361.6499938964844,369.1499938964844,0,0
412,2024-11-27,NTPC,369.29998779296875,369.5,0,0
413,2024-11-28,NTPC,362.04998779296875,,0,0
414,2024-11-29,NTPC,363.6499938964844,,0,0
415,2024-12-02,NTPC,358.20001220703125,,0,0
416,2024-12-03,NTPC,367.45001220703125,,0,0
417,2024-12-04,NTPC,372.75,,0,0
418,2024-12-05,NTPC,369.1499938964844,,0,0
419,2024-12-06,NTPC,369.5,,0,0
420,2024-11-06,TITAN,3177.050048828125,3172.300048828125,0,0
421,2024-11-07,TITAN,3120.85009765625,3224.699951171875,0,0
422,2024-11-08,TITAN,3186.25,3178.449951171875,0,0
423,2024-11-11,TITAN,3206.60009765625,3308.699951171875,0,0
424,2024-11-12,TITAN,3198.449951171875,3309.10009765625,0,0
425,2024-11-13,TITAN,3187.85009765625,3327.5,0,0
426,2024-11-14,TITAN,3183.699951171875,3291.64990234375,0,0
427,2024-11-18,TITAN,3172.300048828125,3212.35009765625,0,0
428,2024-11-19,TITAN,3224.699951171875,3249.0,0,0
429,2024-11-21,TITAN,3178.449951171875,3306.85009765625,0,0
430,2024-11-22,TITAN,3308.699951171875,3332.75,0,0
