,Symbol,Accuracy,Precision,Recall,ROC Score
778,SEAMECLTD,0.94,0.89,0.96,0.95
779,ACCELYA,0.93,0.81,1.0,0.95
780,FIEMIND,0.91,0.82,0.91,0.91
781,SAKSOFT,0.99,0.94,1.0,0.99
782,LANDMARK,0.83,0.5,0.42,0.67
783,MAITHANALL,0.99,0.95,1.0,0.99
784,ASHIANA,0.62,0.48,0.85,0.67
785,VINDHYATEL,0.91,0.8,0.96,0.92
786,AXISCADES,0.97,0.94,1.0,0.98
787,JCHAC,0.69,0.57,0.64,0.68
788,IDEAFORGE,0.83,0.43,0.12,0.55
789,SUPRIYA,0.89,0.83,0.85,0.88
790,NILKAMAL,0.99,0.89,1.0,0.99
791,GIPCL,0.91,0.91,0.84,0.89
792,MOLDTKPAC,0.99,0.95,1.0,1.0
793,FILATEX,0.97,0.95,0.97,0.97
794,HERITGFOOD,0.92,0.85,0.97,0.93
795,MTNL,0.93,0.89,0.97,0.94
796,GREENPLY,0.95,0.93,0.96,0.95
797,SKIPPER,0.99,0.97,1.0,0.99
798,SANDHAR,0.91,0.75,0.97,0.93
799,APOLLOPIPE,0.97,0.88,0.95,0.97
800,AUTOAXLES,0.99,0.92,0.92,0.96
801,REPCOHOME,0.99,0.96,1.0,0.99
802,POLYPLEX,0.95,0.85,0.98,0.96
803,SHK,0.97,0.9,0.97,0.97
804,SANGHIIND,0.96,0.96,0.83,0.91
805,SWARAJENG,0.97,0.97,0.91,0.95
806,TATVA,0.93,0.77,0.77,0.87
807,PARACABLES,0.96,0.92,0.98,0.96
808,MAHLOG,0.98,0.96,0.98,0.98
809,KCP,0.94,0.88,1.0,0.95
810,PARAS,0.82,0.67,0.94,0.85
811,GTLINFRA,0.95,0.98,0.9,0.94
812,SOTL,0.95,0.96,0.93,0.95
813,DIAMONDYD,0.97,0.94,0.94,0.96
814,DEN,0.95,0.85,0.97,0.96
815,SATIN,0.91,0.75,0.95,0.92
816,VSTTILLERS,0.98,0.92,1.0,0.99
817,TIDEWATER,0.92,0.84,0.98,0.93
818,SOMANYCERA,0.97,0.88,1.0,0.98
819,CARYSIL,0.93,0.8,0.77,0.86
820,EMSLIMITED,0.73,0.71,0.56,0.7
821,SHAKTIPUMP,0.95,0.93,0.99,0.95
822,CIGNITITEC,0.91,0.68,0.93,0.91
823,INDIAGLYCO,0.95,0.96,0.9,0.94
824,GANECOS,0.94,0.92,0.94,0.94
825,CUPID,0.91,0.96,0.81,0.9
826,HINDOILEXP,0.94,0.9,0.99,0.94
827,ANUP,0.92,0.88,0.88,0.91
828,DOLLAR,0.94,0.88,0.9,0.93
829,STYLAMIND,0.94,0.79,0.93,0.94
830,BFUTILITIE,0.97,0.94,0.98,0.98
831,RPGLIFE,0.94,0.91,0.89,0.93
832,QUICKHEAL,0.95,0.89,0.98,0.96
833,DREAMFOLKS,0.95,0.79,0.73,0.86
834,VAKRANGEE,0.95,0.94,0.92,0.94
835,CONFIPET,0.93,0.88,0.82,0.89
836,YATRA,0.78,0.0,0.0,0.47
837,JINDALPOLY,0.98,0.94,1.0,0.99
838,PSPPROJECT,0.98,0.89,0.94,0.96
839,STYRENIX,0.87,0.82,0.91,0.88
840,OPTIEMUS,0.82,0.57,0.79,0.81
841,VADILALIND,0.95,0.95,0.92,0.94
842,MPSLTD,0.97,0.88,0.95,0.97
843,SANGAMIND,0.96,0.89,0.98,0.97
844,HUHTAMAKI,0.86,0.76,0.81,0.85
845,FINOPB,0.82,0.6,0.72,0.79
846,WENDT,0.97,0.9,1.0,0.98
847,MOREPENLAB,0.96,0.91,1.0,0.97
848,AJMERA,0.89,0.82,0.97,0.9
849,TARSONS,0.9,0.77,0.87,0.89
850,ARVSMART,0.95,0.92,0.97,0.96
851,PRECWIRE,0.97,0.92,1.0,0.97
852,SIGACHI,0.86,0.87,0.67,0.81
853,EVEREADY,0.96,0.85,0.92,0.94
854,BEPL,0.99,0.97,1.0,0.99
855,DHANI,0.85,0.78,0.82,0.84
856,ALEMBICLTD,0.95,0.9,0.98,0.95
857,MANINDS,0.98,1.0,0.95,0.98
858,BARBEQUE,0.91,0.64,0.8,0.87
859,PCJEWELLER,0.99,0.98,0.98,0.99
860,DIVGIITTS,0.9,0.5,0.4,0.68
861,INDOSTAR,0.93,0.85,0.96,0.94
862,UNIPARTS,0.9,0.71,0.68,0.81
863,UGROCAP,0.85,0.54,0.76,0.82
864,APCOTEXIND,0.99,0.95,0.95,0.97
865,VENKEYS,0.99,0.95,1.0,1.0
866,MUKANDLTD,0.97,0.93,0.95,0.96
867,SASKEN,0.95,0.93,0.97,0.96
868,IOLCP,0.95,0.87,0.83,0.9
869,GREENPOWER,0.97,0.95,0.92,0.95
870,BSHSL,0.73,0.4,0.61,0.69
871,XPROINDIA,0.81,0.55,0.88,0.84
872,KINGFA,0.93,0.8,0.94,0.94
873,VPRPL,0.78,0.58,0.68,0.75
874,HLVLTD,0.97,0.95,0.93,0.95
875,THEJO,0.65,0.44,0.53,0.62
876,IRMENERGY,0.66,0.39,0.86,0.73
877,ARTEMISMED,0.93,0.85,0.91,0.92
878,GLOBUSSPR,0.97,0.93,0.93,0.95
879,SIYSIL,0.99,0.96,1.0,1.0
880,DPSCLTD,0.88,0.71,1.0,0.92
881,63MOONS,0.91,0.81,0.83,0.88
882,SUVEN,0.96,0.89,1.0,0.97
883,BHARATWIRE,0.95,0.92,0.83,0.91
884,FOSECOIND,0.98,0.96,0.98,0.98
885,MONARCH,0.91,0.88,0.86,0.9
886,TIRUMALCHM,0.95,0.92,0.96,0.96
887,IKIO,0.68,0.2,0.56,0.63
888,ARMANFIN,0.96,0.89,0.94,0.95
889,HONDAPOWER,0.96,0.92,0.98,0.96
890,GTPL,0.91,0.7,1.0,0.95
891,SMLISUZU,0.96,0.96,0.92,0.95
892,MAYURUNIQ,0.95,0.84,0.93,0.95
893,UDS,0.78,0.59,0.79,0.78
894,EIHAHOTELS,0.93,0.88,0.97,0.94
895,MMFL,0.94,0.88,0.96,0.95
896,CAPACITE,0.91,0.81,0.91,0.91
897,MANORAMA,0.86,0.81,0.87,0.86
898,BCLIND,0.87,0.8,0.78,0.85
899,KRSNAA,0.9,0.81,0.74,0.84
900,ORIENTHOT,0.96,0.91,0.95,0.96
901,RIIL,0.99,1.0,0.98,0.99
902,JAGRAN,0.97,0.93,0.98,0.97
903,HPL,0.93,0.94,0.94,0.93
904,LUMAXIND,0.97,0.91,0.97,0.97
905,TAJGVK,0.93,0.91,0.91,0.93
906,ATFL,0.96,0.94,0.89,0.94
907,SUBEXLTD,0.69,0.48,0.69,0.69
908,GOCLCORP,0.95,0.89,0.91,0.94
909,THEMISMED,0.79,0.63,0.94,0.83
910,DREDGECORP,0.91,0.88,0.96,0.92
911,IFGLEXPOR,0.72,0.42,0.88,0.78
912,GOLDIAM,0.96,0.88,0.97,0.96
913,RUPA,0.97,0.96,0.89,0.94
914,SHRIRAMPPS,0.84,0.68,0.42,0.68
915,MBAPL,0.4,0.3,0.86,0.54
916,PRECAM,0.99,0.94,1.0,0.99
917,SHAILY,0.85,0.8,0.92,0.85
918,ADFFOODS,0.93,0.82,0.88,0.91
919,TTKHLTCARE,0.95,0.73,1.0,0.97
920,ANDHRAPAP,0.95,0.82,0.96,0.96
921,HIL,0.99,0.96,1.0,1.0
922,EXPLEOSOL,0.97,0.86,0.95,0.96
923,MOL,0.87,0.71,0.88,0.87
924,SERVOTECH,0.89,1.0,0.69,0.85
925,VIDHIING,0.96,0.6,1.0,0.98
926,SESHAPAPER,0.92,0.61,1.0,0.95
927,HITECH,0.84,0.76,0.79,0.83
928,TCPLPACK,0.98,0.96,0.93,0.96
929,PITTIENG,0.95,0.95,0.91,0.94
930,GVKPIL,0.71,0.26,0.23,0.53
931,JINDRILL,0.97,0.87,1.0,0.98
932,JASH,0.49,0.41,0.74,0.54
933,CENTUM,0.95,0.89,0.93,0.94
934,RPSGVENT,0.81,0.6,0.79,0.81
935,FMGOETZE,0.97,0.9,0.97,0.97
936,RAMASTEEL,0.93,0.9,0.79,0.88
937,RAMCOIND,0.92,0.79,0.98,0.94
938,SDBL,0.93,0.79,0.91,0.92
939,NITINSPIN,0.95,0.84,1.0,0.96
940,SIRCA,0.4,0.22,0.77,0.54
941,PANAMAPET,0.94,0.82,0.97,0.95
942,GENESYS,0.89,0.8,0.97,0.9
943,BFINVEST,0.92,0.83,0.94,0.93
